MsgID.LOCAL_POSITION,4.2710000,0.0123832,-0.1878061,-0.1329715
MsgID.LOCAL_VELOCITY,4.2710000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924801,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.5210000,-0.0170152,-0.0355736,-0.1275991
MsgID.LOCAL_VELOCITY,4.5210000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924798,0.1270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.7710000,-0.0378762,0.0246211,-0.1190620
MsgID.LOCAL_VELOCITY,4.7710000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924796,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.LOCAL_POSITION,5.0210000,0.0439346,-0.0840334,-0.1096651
MsgID.LOCAL_VELOCITY,5.0210000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974509,37.7924803,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.2890000,0.1111426,0.0119388,-0.1014819
MsgID.LOCAL_VELOCITY,5.2890000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924810,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.5390000,0.0878989,0.0919418,-0.0900415
MsgID.LOCAL_VELOCITY,5.5390000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924807,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.7890000,-0.0872727,-0.1220419,-0.0846606
MsgID.LOCAL_VELOCITY,5.7890000,0.0000427,0.0001730,-0.0015164
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924792,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,6.0400000,-0.1328915,0.0769935,-0.0828425
MsgID.LOCAL_VELOCITY,6.0400000,0.0000008,-0.0000007,-0.0000018
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924788,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.2900000,0.0209779,0.2981233,-0.0835898
MsgID.LOCAL_VELOCITY,6.2900000,0.0003330,-0.0017781,-0.0071789
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924806,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.5420000,0.0312344,0.1718123,-0.0834868
MsgID.LOCAL_VELOCITY,6.5420000,0.0003595,0.0001833,-0.0232225
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924807,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,6.7920000,-0.0521016,0.2855305,-0.0827288
MsgID.LOCAL_VELOCITY,6.7920000,0.0000085,-0.0000058,0.0000010
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,7.0420000,-0.0801225,0.2714432,-0.0834169
MsgID.LOCAL_VELOCITY,7.0420000,-0.0003054,-0.0003080,0.0170725
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924797,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,7.2930000,-0.1333654,0.3609574,-0.0834570
MsgID.LOCAL_VELOCITY,7.2930000,0.0001090,-0.0010938,-0.0220381
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924792,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,7.5430000,-0.1091242,0.4515337,-0.0827481
MsgID.LOCAL_VELOCITY,7.5430000,0.0002196,-0.0001742,0.0000286
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924794,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.7930000,-0.0603274,0.2874840,-0.0828913
MsgID.LOCAL_VELOCITY,7.7930000,0.0005611,-0.0001473,-0.0011584
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924788,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,8.0440000,-0.1771426,0.1553960,-0.0825543
MsgID.LOCAL_VELOCITY,8.0440000,-0.0000510,0.0000618,-0.0000065
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924790,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,8.2960000,-0.1574185,0.2698761,-0.0827576
MsgID.LOCAL_VELOCITY,8.2960000,0.0005594,-0.0007106,-0.0109828
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924799,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,8.5460000,-0.0520931,0.4139295,-0.0842129
