time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
5.124811,nan,1.626615,1.551264
5.129811,1.619031,1.630728,1.552571
5.134810,nan,1.636304,1.553948
5.139810,1.455789,1.628165,1.555402
5.144810,nan,1.639508,1.556945
5.149809,1.534440,1.636489,1.558583
5.154809,nan,1.642215,1.560323
5.159809,1.643052,1.647352,1.562171
5.164808,nan,1.656528,1.564139
5.169808,1.681479,1.663442,1.566234
