time, Quad.Est.E.Yaw, Quad.Est.S.Yaw
4.379865,0.043587,0.027724
4.384865,0.043519,0.028408
4.389864,0.043720,0.027724
4.394864,0.044401,0.028408
4.399864,0.040414,0.027724
4.404863,0.042260,0.028408
4.409863,0.042566,0.027724
4.414863,0.045041,0.028408
4.419862,0.048749,0.027724
4.424862,0.048445,0.028408
4.429862,0.064146,0.027724
4.434861,0.066389,0.028408
4.439861,0.059730,0.027724
4.444860,0.062063,0.028408
4.449860,0.062280,0.027724
4.454860,0.060426,0.028408
4.459859,0.064441,0.027724
4.464859,0.064807,0.028408
4.469859,0.072457,0.027724
4.474858,0.071942,0.028408
4.479858,0.062464,0.027724
4.484858,0.063512,0.028408
4.489857,0.061384,0.027724
4.494857,0.061974,0.028408
4.499856,0.046031,0.027724
4.504856,0.048957,0.028408
4.509856,0.052626,0.027724
4.514855,0.053508,0.028408
4.519855,0.044335,0.027724
4.524855,0.045316,0.028408
4.529854,0.050584,0.027724
4.534854,0.050996,0.028408
4.539854,0.044303,0.027724
4.544853,0.045625,0.028408
4.549853,0.054618,0.027724
4.554852,0.056844,0.028408
4.559852,0.055246,0.027724
4.564852,0.053553,0.028408
4.569851,0.057828,0.027724
4.574851,0.058779,0.028408
4.579851,0.048459,0.027724
4.584850,0.048706,0.028408
4.589850,0.045299,0.027724
4.594850,0.047652,0.028408
4.599849,0.039462,0.027724
4.604849,0.040706,0.028408
4.609848,0.033902,0.027724
4.614848,0.033978,0.028408
4.619848,0.019573,0.027724
4.624847,0.019670,0.028408
4.629847,0.024525,0.027724
4.634847,0.023522,0.028408
4.639846,0.029761,0.027724
4.644846,0.029498,0.028408
4.649846,0.020823,0.027724
4.654845,0.018387,0.028408
4.659845,0.017401,0.027724
4.664845,0.016001,0.028408
4.669844,0.009759,0.027724
4.674844,0.006761,0.028408
4.679843,0.003544,0.027724
4.684843,0.002508,0.028408
4.689843,0.008688,0.027724
4.694842,0.009387,0.028408
4.699842,0.002486,0.027724
4.704842,0.001873,0.028408
4.709841,-0.003112,0.027724
4.714841,-0.005191,0.028408
4.719841,-0.007011,0.027724
4.724840,-0.005539,0.028408
4.729840,-0.015353,0.027724
4.734839,-0.015474,0.028408
4.739839,-0.025923,0.027724
4.744839,-0.028811,0.028408
4.749838,-0.043396,0.027724
4.754838,-0.043769,0.028408
4.759838,-0.028696,0.027724
4.764837,-0.028265,0.028408
4.769837,-0.026801,0.027724
4.774837,-0.028293,0.028408
4.779836,-0.024559,0.027724
4.784836,-0.022675,0.028408
4.789835,-0.035381,0.027724
4.794835,-0.034690,0.028408
4.799835,-0.036019,0.027724
4.804834,-0.035887,0.028408
4.809834,-0.024863,0.027724
4.814834,-0.023200,0.028408
4.819833,-0.025025,0.027724
4.824833,-0.024090,0.028408
4.829833,-0.008204,0.027724
4.834832,-0.012413,0.028408
4.839832,-0.000183,0.027724
4.844831,0.002577,0.028408
4.849831,0.003703,0.027724
4.854831,0.003903,0.028408
4.859830,0.008920,0.027724
4.864830,0.005934,0.028408
4.869830,0.012494,0.027724
4.874829,0.013957,0.028408
4.879829,0.013095,0.027724
4.884829,0.014250,0.028408
4.889828,0.007477,0.027724
4.894828,0.011728,0.028408
4.899827,-0.004436,0.027724
4.904827,-0.004567,0.028408
4.909827,-0.013327,0.027724
4.914826,-0.012111,0.028408
4.919826,-0.017154,0.027724
4.924826,-0.014243,0.028408
4.929825,-0.016662,0.027724
4.934825,-0.015093,0.028408
4.939825,-0.013701,0.027724
4.944824,-0.015106,0.028408
4.949824,-0.009011,0.027724
4.954823,-0.008632,0.028408
4.959823,-0.002863,0.027724
4.964823,0.000359,0.028408
4.969822,0.003945,0.027724
4.974822,0.004489,0.028408
4.979822,0.011906,0.027724
4.984821,0.014405,0.028408
4.989821,0.024089,0.027724
4.994821,0.025791,0.028408
4.999820,0.022941,0.027724
5.004820,0.023855,0.028408
5.009820,0.018710,0.027724
5.014819,0.019765,0.028408
5.019819,0.016827,0.027724
5.024818,0.018861,0.028408
5.029818,0.016086,0.027724
5.034818,0.017356,0.028408
5.039817,0.017707,0.027724
5.044817,0.019113,0.028408
5.049817,0.017529,0.027724
5.054816,0.022091,0.028408
5.059816,0.018998,0.027724
5.064816,0.021225,0.028408
5.069815,0.021083,0.027724
5.074815,0.026542,0.028408
5.079814,0.029848,0.027724
5.084814,0.034342,0.028408
5.089814,0.053715,0.027724
5.094813,0.056552,0.028408
5.099813,0.064387,0.027724
5.104813,0.073432,0.028408
5.109812,0.064773,0.027724
5.114812,0.067991,0.028408
5.119812,0.069685,0.027724
5.124811,0.075605,0.028408
5.129811,0.078688,0.027724
5.134810,0.082637,0.028408
5.139810,0.073355,0.027724
5.144810,0.082878,0.028408
5.149809,0.078573,0.027724
5.154809,0.082249,0.028408
5.159809,0.085934,0.027724
5.164808,0.092793,0.028408
5.169808,0.098061,0.027724
