MsgID.GLOBAL_POSITION,0.0000000,-122.3957468,37.7932794,0.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,224.0990000,-0.2354631,0.4564657,-0.1166954
MsgID.LOCAL_VELOCITY,224.0990000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957493,37.7932804,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,224.3490000,-0.1182589,0.2099655,-0.1215200
MsgID.LOCAL_VELOCITY,224.3490000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932805,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,224.5990000,-0.1144301,0.1999073,-0.1265533
MsgID.LOCAL_VELOCITY,224.5990000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957476,37.7932809,0.1310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,224.8490000,-0.0673337,0.3832535,-0.1315140
MsgID.LOCAL_VELOCITY,224.8490000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957485,37.7932805,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,225.1000000,-0.1094178,0.3064194,-0.1320950
MsgID.LOCAL_VELOCITY,225.1000000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957488,37.7932805,0.1300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,225.3500000,-0.1092949,0.2767723,-0.1297477
MsgID.LOCAL_VELOCITY,225.3500000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957477,37.7932806,0.1250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,225.6000000,-0.0864581,0.4038046,-0.1248694
MsgID.LOCAL_VELOCITY,225.6000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957471,37.7932812,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,225.8510000,-0.0486620,0.4165016,-0.1088301
MsgID.LOCAL_VELOCITY,225.8510000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957479,37.7932793,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,226.1010000,-0.2398157,0.3586665,-0.0985891
MsgID.LOCAL_VELOCITY,226.1010000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957479,37.7932795,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,226.3510000,0.1977049,-0.3195012,-0.0947576
MsgID.LOCAL_VELOCITY,226.3510000,-0.0000025,0.0000084,-0.0000070
MsgID.GLOBAL_POSITION,0.0000000,-122.3957479,37.7932799,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.0700000
MsgID.LOCAL_POSITION,226.6010000,0.2561713,-0.3185492,-0.0963917
MsgID.LOCAL_VELOCITY,226.6010000,0.0001012,0.0164410,-0.0957901
MsgID.GLOBAL_POSITION,0.0000000,-122.3957458,37.7932805,0.2550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.2100000,-1.5000000
MsgID.LOCAL_POSITION,226.8510000,0.3146181,-0.1153141,-0.3081096
MsgID.LOCAL_VELOCITY,226.8510000,-0.0032581,0.1000415,-1.7700982
MsgID.GLOBAL_POSITION,0.0000000,-122.3957548,37.7932805,1.1340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-1.7500000,-2.1300000
MsgID.LOCAL_POSITION,227.1010000,0.3118824,-0.9867932,-1.1761649
MsgID.LOCAL_VELOCITY,227.1010000,-0.0533196,-1.7379332,-1.9158412
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957571,37.7932806,1.4560000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,0.7600000,-1.5600000
MsgID.LOCAL_POSITION,227.3520000,0.3189320,-1.1428723,-1.4560822
MsgID.LOCAL_VELOCITY,227.3520000,-0.0916513,0.7606812,-1.5622326
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932814,2.1150000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2400000,1.6700000,-3.5900000
MsgID.LOCAL_POSITION,227.6030000,0.4097164,-0.7499891,-2.1262686
MsgID.LOCAL_VELOCITY,227.6030000,-0.2436798,1.6710868,-3.6180046
MsgID.GLOBAL_POSITION,0.0000000,-122.3957482,37.7932808,3.1700000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2900000,1.1500000,-3.5900000
MsgID.LOCAL_POSITION,227.8530000,0.3211245,-0.2953075,-3.2728055
MsgID.LOCAL_VELOCITY,227.8530000,-0.2968465,1.1472405,-3.2690771
MsgID.GLOBAL_POSITION,0.0000000,-122.3957443,37.7932799,3.7180000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2800000,1.0800000,-1.0000000
MsgID.LOCAL_POSITION,228.1030000,0.2414318,-0.0002131,-3.7185466
MsgID.LOCAL_VELOCITY,228.1030000,-0.2810311,1.0861176,-1.0044087
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957426,37.7932784,3.6090000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2400000,0.9300000,1.3100000
MsgID.LOCAL_POSITION,228.3540000,0.0634653,0.1554936,-3.5964129
MsgID.LOCAL_VELOCITY,228.3540000,-0.2415324,0.9256358,1.3619288
MsgID.GLOBAL_POSITION,0.0000000,-122.3957409,37.7932765,3.2770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1200000,0.4900000,1.6000000
MsgID.LOCAL_POSITION,228.6090000,-0.1332570,0.2964129,-3.2779865
MsgID.LOCAL_VELOCITY,228.6090000,-0.1276013,0.4976662,1.6003610
MsgID.GLOBAL_POSITION,0.0000000,-122.3957406,37.7932770,2.9100000
MsgID.LOCAL_VELOCITY,0.0000000,0.3200000,-0.3700000,0.9200000
MsgID.LOCAL_POSITION,228.8590000,-0.0703605,0.3288022,-2.8998041
MsgID.LOCAL_VELOCITY,228.8590000,0.3577486,-0.4320170,0.8321121
MsgID.GLOBAL_POSITION,0.0000000,-122.3957441,37.7932802,2.9530000
MsgID.LOCAL_VELOCITY,0.0000000,0.5700000,-1.1200000,-0.9000000
MsgID.LOCAL_POSITION,229.1100000,0.3170823,-0.0303362,-2.9770982
MsgID.LOCAL_VELOCITY,229.1100000,0.5426682,-1.1168948,-0.8791348
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957480,37.7932817,3.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,-0.8500000,-0.1200000
MsgID.LOCAL_POSITION,229.3600000,0.4488190,-0.3317118,-3.1002116
MsgID.LOCAL_VELOCITY,229.3600000,0.3395252,-0.8566071,-0.1287459
MsgID.GLOBAL_POSITION,0.0000000,-122.3957486,37.7932809,3.0100000
